PWSID,PWS_Name,Counties Served,Primacy_agency,Suspect LPA?,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes last updated,Weird case?,,,,,,,,,,,,,,
CA1000056,MEADOW LAKES CLUB,Fresno,SWRCB,,Private,Original,Private,Non-profit corporation,,Mutual benefit corp according to SOS but not IRS registered,3/7/2023,,,,,,,,,,,,,,,
90600027,Castro Ranch,,EPA Region 9,,,EPA SDWIS - Region 9,Tribal-private,Private ancillary,Unknown,"Likely on land of the Torres Martinez Desert Cahuilla Indians in Thermal, CA; google maps satelitte suggests this could be a farm/ranch with unclear permanent housing -  65658 Harrison St 92274 CA is the address and from google maps it's probably ranch but it says they serve 33 people",2/15/2023,,,,,,,,,,,,,,,
CA0300062,HOPE FOUNDATION/MORIAH HEIGHTS,Amador,SWRCB,,Private,Original,Private,Private ancillary,Education and retreat,"Is a church, moriah foundation appears to be disolved but maybe also serve whispering pines Christian school , https://ceqanet.opr.ca.gov/2015062031",3/1/2023,,,,,,,,,,,,,,,
CA0400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,Butte,LPA34,,Private,Original,Private,Private ancillary,Education and retreat,"international movement of Christians, religious campus (https://ywamchico.org/history/), hold camps, not sure how its a CWS",3/1/2023,,,,,,,,,,,,,,,
CA0500082,ANGELS CAMP RV/CAMPING RESORT,Calaveras,LPA35,,,New system ,Private ancillary,Private ancillary,Campground/RV park,"RV resort, campground and cabins",2/8/2023,,,,,,,,,,,,,,,
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,Calaveras,LPA35,,Private,Original,Private,Private ancillary,Healthcare/eldercare/disability,"treatment center, serve up to 16 young men with specialized treatment and care ""MT. LASSEN TREATMENT CENTER and YOSEMITE TREATMENT CENTER are located on the former Sierra Ridge campus."" and refer to their staff as ""Rite of Passage"" team /https://riteofpassage.com/",3/1/2023,,,,,,,,,,,,,,,
CA0800861,RESERVATION RANCH,Del Norte,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1000199,FOWLER CARE CENTER,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Healthcare/eldercare/disability,"Nursing home, https://fowlercarecenter.org/",3/1/2023,,,,,,,,,,,,,,,
CA1000200,RUBYS VALLEY CARE HOME,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,,,,,,,,,,,,,,,,,
CA1000213,HARRIS FARMS/HORSE BARN,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Agricultural/industrial,Is a horse farm (aka sell horses) I guess thats agricultural/industrial? ,,,,,,,,,,,,,,,,
CA1000277,ELM COURT,Fresno,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA1000295,KINGS PARK APARTMENTS,Fresno,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",looks like small system serving various properties,3/1/2023,,,,,,,,,,,,,,,
CA1000324,MANNING GARDENS CARE CENTER INC,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,,,,,,,,,,,,,,,,,
CA1000366,SUNNYSIDE CONVALESCENT HOSP,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Healthcare/eldercare/disability,"Long Term Care Facility/skilled nursing home; for-profit, corporate ownership; Nurses went on strike in fall 2022",3/1/2023,,,,,,,,,,,,,,,
CA1000369,ZONNEVELD DAIRY - CEDAR,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,Nursing home,3/7/2023,,,,,,,,,,,,,,,
CA1000377,ST NICHOLAS RANCH & RETREAT,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Education and retreat,Religious retreat center,3/7/2023,,,,,,,,,,,,,,,
CA1000430,COUNTRYSIDE CARE CENTER,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,Long Term Care Facility; nursing home,2/16/2023,,,,,,,,,,,,,,,
CA1000585,MURRIETA/HERNANDEZ FARMS,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1000627,ZONNEVELD DAIRY - CERINI,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Agricultural/industrial,Looks like farmworker housing but could labael ag? ,3/7/2023,,,,,,,,,,,,,,,
CA1009020,FIVE POINTS RANCH,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,Looks like housing but could labael ag? ,3/7/2023,,,,,,,,,,,,,,,
CA1009023,BRITZ/COLUSA,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,Is a fertilizer and farming corp - family owned and run but larger,3/7/2023,,,,,,,,,,,,,,,
CA1009027,HARRIS FARMS HEADQUARTERS,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Agricultural/industrial,again horse farm,3/7/2023,,,,,,,,,,,,,,,
CA1009028,HARRIS FARMS SOUTH #101-144,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1009039,PAPPAS & CO (MENDOTA),Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,Again housing associated with large farm,3/7/2023,,,,,,,,,,,,,,,
CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Agricultural/industrial,Housing associated with farm,3/7/2023,,,,,,,,,,,,,,,
CA1009078,HARRIS FEEDING COMPANY,Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1009120,RAU DAIRY,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1009147,FARMING D,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,community of houses that might be worker housing?,3/7/2023,,,,,,,,,,,,,,,
CA1009179,BRITZ/FIVE POINT SYSTEM,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1009214,WESTSIDE HARVESTING,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1009222,TERRA LINDA FARMS,Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1009232,"CC FARMS, LLC.",Fresno,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",Fresno,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Education and retreat,,,,,,,,,,,,,,,,,
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,Humboldt,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,I think this is a CA based property owned by this logging/forestry company; https://www.greendiamond.com/ - they claim to have a residential pop of 250 so many this has housing for workers on site,3/1/2023,,,,,,,,,,,,,,,
CA1200718,WADDINGTON W.W.,Humboldt,SWRCB,,Private,Original,Private,Private ancillary,,waddington water company is a nonprofit corp but not sure if the same thing,3/7/2023,,,,,,,,,,,,,,,
CA1400004,CHARLES BROWN WATER COMPANY,Inyo,SWRCB,,Private,Kristin,Ancillary,Private ancillary,,,,,,,,,,,,,,,,,,
CA1400006,PINE CREEK VILLAGE,Inyo,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",Appears to be housing development in bishop but not registered as HOA,3/7/2023,,,,,,,,,,,,,,,
CA1400034,KEOUGH'S HOT SPRINGS,Inyo,SWRCB,,Private,Original,Private,Private ancillary,Campground/RV park,also a hot springs resort,3/7/2023,,,,,,,,,,,,,,,
CA1400045,PRIMROSE LANE APARTMENTS,Inyo,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA1400511,MEADOW LAKE APARTMENTS,Inyo,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA1500152,MIRASOL COMPANY WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,non-profit corporation,,Recent CCR says is a mutual - not registered,3/7/2023,,,,,,,,,,,,,,,
CA1500404,PINEBROOK COMMUNITY WATER WELL,Kern,SWRCB,,Private,Original,Private,non-profit corporation,,MWC - registered with IRS,3/7/2023,,,,,,,,,,,,,,,
CA1500405,"AERIAL ACRES WATER COMPANY, INC.",Kern,SWRCB,,Private,Original,Private,non-profit corporation,,Mutual benefit corp registerd with SOS,3/7/2023,,,,,,,,,,,,,,,
CA1500413,TEJON RANCH MAIN HEADQUARTERS,Kern,SWRCB,,Private,Original,Private,Private ancillary,Other commercial,,,,,,,,,,,,,,,,,
CA1500426,ROSE VILLA APARTMENTS,Kern,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA1500442,SUNSET APARTMENTS WS,Kern,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA1500449,FOURTH STREET WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,non-profit corporation,,MWC - registered IRS,3/7/2023,,,,,,,,,,,,,,,
CA1500494,WILSON ROAD WATER COMMUNITY,Kern,SWRCB,,Private,Original,Private,non-profit corporation,,MWC - registered IRS,3/7/2023,,,,,,,,,,,,,,,
CA1500516,TUT BROTHERS FARM #96,Kern,SWRCB,,Private,Original,Private,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",Farm labor retirement housing run by chavez fopundation also a national monument,3/7/2023,,,,,,,,,,,,,,,
CA1500553,RANCHOS DEL RIO,Kern,SWRCB,,Private,Original,Private,non-profit corporation,,MWC - registered with DOJ in CA,3/7/2023,,,,,,,,,,,,,,,
CA1500560,KRANENBURG WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,Private ancillary,,Is this the same as MWC - NORTH KRANENBURG WATER SYSTEM MUTUAL WATER COMPANY,3/7/2023,,,,,,,,,,,,,,,
CA1500579,LIFE WATER CO-OP,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1500584,GOOSELAKE WATER COMPANY,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1500588,SON SHINE PROPERTIES,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1500591,SWEET WATER CO-OP,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502056,CLARK STREET COMMUNITY WELL,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502449,CYPRESS CANYON WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502545,SCHWEIKART WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502608,OWENS PEAK WEST,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502622,GOSFORD ROAD WATER COMPANY,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502659,OWENS PEAK SOUTH,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502670,"FAIRVIEW WATER COMPANY, LLC",Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502699,EAST WILSON ROAD WATER COMPANY,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1502744,60TH STREET ASSOC. WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1503509,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1503684,148 EAST WATER SYSTEM,Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1510004,"CASA LOMA WATER CO, INC.",Kern,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1600023,AZCAL MANAGEMENT CO,Kings,LPA46,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1600293,CHAMPIONS- SAMUEL'S HOUSE,Kings,LPA46,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1700519,CRESCENT BAY IMPROVEMENT COMPANY,Lake,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1700527,MOUNTAIN OF ATTENTION WATER,Lake,SWRCB,,Private,Original,Private,Private ancillary,Education and retreat,"Mountain Of Attention is the primary Ruchira Sannyasin Sanctuary in the United States, https://www.adidaupclose.org/Empowered_Places/mountain_of_attention.html",3/1/2023,,,,,,,,,,,,,,,
CA1700592,KONOCTI SHORES,Lake,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1700595,CAL 20 VILLAGE AND MEADOW POINTE PARK,Lake,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1700596,BLUE LAKES VILLAGE,Lake,SWRCB,,Private,Original,Private,Private ancillary,Campground/RV park,also listed as LAKEVIEW HAVEN RESORT,3/1/2023,,,,,,,,,,,,,,,
CA1700628,PINE ACRES BLUE LAKE RESORT,Lake,SWRCB,,,New system ,Private ancillary,Private ancillary,Park/recreation,Cabins/cottages for kayakign and hiking,2/8/2023,,,,,,,,,,,,,,,
CA1700702,INNISFREE WATER COMPANY,Lake,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1910063,LINCOLN AVENUE WATER CO.,Los Angeles,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2000832,SKP PARK OF THE SIERRAS INC,Madera,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2100549,BLUE MOUNTAIN CENTER,Marin,SWRCB,,Private,Original,Private,Private ancillary,Education and retreat,"Meditation Center, https://www.bmcm.org/",,,,,,,,,,,,,,,,
CA2100565,GREEN GULCH FARM,Marin,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2110008,LAWSON S LANDING,Marin,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2210900,CEDAR LODGE RESORT,Mariposa,SWRCB,,Private,Consolidations,Private (other),Private ancillary,Hotel/Motel,Hotel near yosemite,2/8/2023,,,,,,,,,,,,,,,
CA2210905,"MCCLURE BOAT CLUB, INC.",Mariposa,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2210921,WHISPERING PINES APARTMENTS,Mariposa,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA2300545,SHORELANDS ROAD & WATER COMPANY,Mendocino,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2300609,SEAFAIR ROAD AND WATER COMPANY,Mendocino,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2300667,"WOODS, THE (MENDOCINO)",Mendocino,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2300668,POINT CABRILLO HIGHLANDS,Mendocino,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2300708,RIDGEWOOD WATER SYSTEM,Mendocino,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2300731,"CITY OF 10,000 BUDDHAS",Mendocino,SWRCB,,Private,Original,Private,Private ancillary,Education and retreat,"http://www.cttbusa.org/- international Buddhist community and monastery founded by Hsuan Hua, owned by https://www.drba.org/ - Dharma Realm Buddhist Association [intersting water history, http://www.cttbusa.org/cttb/history&background.asp.html]",,,,,,,,,,,,,,,,
CA2300735,HOLLY RANCH VILLAGE,Mendocino,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2400046,BLACK RASCAL WATER COMPANY,Merced,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2400209,SAN LUIS HILLS,Merced,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2500911,I'SOT WELL #3 & #15,Modoc,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2710001,ALCO WATER SERVICE,Monterey,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2810012,PACIFIC UNION COLLEGE,Napa,SWRCB,NO,Private,Original,Private,Private ancillary,Education and retreat,"private liberal arts college in Angwin, California affiliated with the Seventh-day Adventist Church",,,,,,,,,,,,,,,,
CA3301028,BALDY MOUNTAIN RANCH,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3301055,VILLAGE OF CHILDHELP,Riverside,SWRCB,,Private,Original,Private,Private ancillary,Healthcare/eldercare/disability,"https://www.childhelp.org/childhelp-merv-griffin-village/, residential treatment facility for 6-14 year olds- Childhelp provides enriching therapeutic activities, education, and pastoral care to residents during their stay, whether a few weeks or a number of month",,,,,,,,,,,,,,,,
CA3301145,MOUNTAIN CENTER CAFE,Riverside,SWRCB,,,New system ,Private ancillary,Private ancillary,Other commercial,Restaraunt,2/7/2023,,,,,,,,,,,,,,,
CA3301267,FISHERMAN'S RETREAT,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3301280,GOLDEN ERA PRODUCTIONS,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3301283,GLEN EDEN SUN CLUB,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3301294,GLEN IVY HOT SPRINGS,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3301330,INDIAN OAKS TRAILER PARK,Riverside,SWRCB,,,New system ,Private ancillary,Private ancillary,Campground/RV park,https://indianoakscampground.com/,3/1/2023,,,,,,,,,,,,,,,
CA3301355,ANZA RV RESORT,Riverside,SWRCB,,,New system ,Private ancillary,Private ancillary,Campground/RV park,,,,,,,,,,,,,,,,,
CA3301491,ALPINE VILLAGE,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3301863,OLIVET UNIVERSITY,Riverside,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Education and retreat,private Christian institution of biblical higher education,,,,,,,,,,,,,,,,
CA3301943,PLANTATION ON THE LAKE PARK,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3301990,AMEZCUA - GARCIA WATER,Riverside,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3303003,GALINDO HOUSING FACILITY,Riverside,SWRCB,,Private,Kristin,Ancillary,Private ancillary,"Housing [includes farm labor, apts], ","unclear from google/google maps, but has housing in the name",3/1/2023,,,,,,,,,,,,,,,
CA3500511,CASA DE FRUTA ORCHARDS,San Benito,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3500527,VALENZUELA WATER SYSTEM,San Benito,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3500810,WHISPERING PINES INN,San Benito,SWRCB,,Private,Original,Private,Private ancillary,Healthcare/eldercare/disability,https://www.whpines.com/,3/1/2023,,,,,,,,,,,,,,,
CA3500830,FALLON ROAD LABOR HOUSING,San Benito,SWRCB,,,New system ,Private ancillary,Private ancillary,,,,,,,,,,,,,,,,,,
CA3500930,BENITO VALLEY FARMS,San Benito,SWRCB,,,New system ,Private ancillary,Private ancillary,Agricultural/industrial,,,,,,,,,,,,,,,,,
CA3600172,MP MINE OPERATIONS LLC,San Bernardino,LPA66,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3600372,PALMS RIVER RESORT,San Bernardino,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,San Bernardino,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3700071,HEAVENLY OAKS,San Diego,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3700900,LAKE HENSHAW RESORT INC.,San Diego,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3700906,CAMP STEVENS,San Diego,#N/A,,,New system ,Private ancillary,Private ancillary,Other commercial,Church camp,2/7/2023,,,,,,,,,,,,,,,
CA3700919,LAKE WOHLFORD RESORT,San Diego,SWRCB,,Private,Original,Private,Private ancillary,Campground/RV park,,,,,,,,,,,,,,,,,
CA3701184,BUTTERFIELD RANCH,San Diego,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3701780,RICHARDSON BEARDSLEY PARK INC.,San Diego,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3701793,TWIN LAKES RESORT,San Diego,SWRCB,,Private,Original,Private,Private ancillary,Campground/RV park,,,,,,,,,,,,,,,,,
CA3701934,PINE VALLEY BIBLE CONFERENCE CENTER,San Diego,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Other commercial,,,,,,,,,,,,,,,,,
CA3910018,SAN JOAQUIN RIVER CLUB INC,San Joaquin,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000226,PACIFIC DUNES RANCH,San Luis Obispo,SWRCB,NO,,New system ,Private ancillary,Private ancillary,Campground/RV park,RV resort,2/7/2023,,,,,,,,,,,,,,,
CA4010081,WOODLANDS DEVELOPMENT,San Luis Obispo,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,San Mateo,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Education and retreat,https://redwoodglen.com/ - Conference Center w/ guest rooms,3/1/2023,,,,,,,,,,,,,,,
CA4100529,CAMP LOMA MAR,San Mateo,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4100538,CAMP JONES GULCH,San Mateo,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4100540,OKU INCORPORATED,San Mateo,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4100551,MARCHI CENTRAL FARM,San Mateo,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4100583,BIANCHI FLOWERS INC,San Mateo,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4110012,CUESTA LA HONDA GUILD INC,San Mateo,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA0707501,ANGLER S RANCH #3,Contra Costa,SWRCB,Contra Costa-LPA,Private,Kristin,Ancillary,Private ancillary,,,,,,,,,,,,,,,,,,
CA0707519,DUTCH SLOUGH WATER WORKS,Contra Costa,SWRCB,Contra Costa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA0707545,ORWOOD RESORT,Contra Costa,SWRCB,Contra Costa-LPA,MHP,Original,MHP,Private Ancillary,Campground/RV park,"RV and campground, Delta resort with restaurant no language on website about more permanent living facilities",2/28/2023,,,,,,,,,,,,,,,
CA0707577,RIVERVIEW WATER ASSOCIATION,Contra Costa,SWRCB,Contra Costa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA0707589,BELLA VISTA WATER SYS,Contra Costa,SWRCB,Contra Costa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA0707594,CASA MEDANOS WATER SYSTEM,Contra Costa,SWRCB,Contra Costa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA0707615,DOUBLETREE RANCH WATER SYSTEM,Contra Costa,SWRCB,Contra Costa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA0707623,WILCOX STATION RANCH,Contra Costa,SWRCB,Contra Costa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1300546,GOLD ROCK RANCH,Imperial,SWRCB,Imperial-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,Imperial,SWRCB,Imperial-LPA,Private,Original,Private,Private ancillary,Campground/RV park,top pet friendly destination RV Park!,3/1/2023,,,,,,,,,,,,,,,
CA1300622,SPORTSMANS PARADISE,Imperial,SWRCB,Imperial-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1300627,CENTER OF THE WORLD,Imperial,SWRCB,Imperial-LPA,,New system ,Private ancillary,Private ancillary,Other commercial,Weird museum/church site,2/8/2023,,,,,,,,,,,,,,,
CA1300628,IMPERIAL LAKES INC.,Imperial,SWRCB,Imperial-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1300629,JACKSON HIDE-A-WAY,Imperial,SWRCB,Imperial-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1900062,LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,Los Angeles,SWRCB,Los Angeles-LPA,Private,Original,Private,Private ancillary,Healthcare/eldercare/disability,"Maybe its this place, https://larcfoundation.org/living-at-larc-ranch/, residential place for developmental disabilities",,,,,,,,,,,,,,,,
CA1900074,THE PAINTED TURTLE CAMP,Los Angeles,SWRCB,Los Angeles-LPA,Private,Original,Private,Private ancillary,Park/recreation,"Recreational site, but targeting a specific population - https://www.thepaintedturtle.org/",,,,,,,,,,,,,,,,
CA1900599,VALHALLA WATER ASSOCIATION,Los Angeles,SWRCB,Los Angeles-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1900616,THE RIVER COMMUNITY,Los Angeles,SWRCB,Los Angeles-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1900717,CASA DULCE ESTATES,Los Angeles,SWRCB,Los Angeles-LPA,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",this could be a MHP too (33255 Casa Dulce Lane AGUA DULCE CA 91390 makes it look like very residential neighborhood),,,,,,,,,,,,,,,,
CA1900808,LANCASTER WATER COMPANY,Los Angeles,SWRCB,Los Angeles-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA1900976,THE OAKS,Los Angeles,SWRCB,Los Angeles-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2000501,BASS LAKE ANNEX 3,Madera,SWRCB,Madera-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
